Arquivo,Parágrafo,Número do parágrafo
tuberculose_protocolo_3.txt,Análise microscópica da cultura. 2.,1760
tuberculose_protocolo_3.txt,Análise macroscópica da cultura. 3.,1761
tuberculose_protocolo_3.txt,Fechar bem a tampa. 7.,1818
tuberculose_protocolo_3.txt,Manter na posição vertical. 2.,1895
tuberculose_protocolo_3.txt,"Colocar sobre a superfície do meio (anexo 8.12.5), com auxílio de uma alça bac- teriológica, uma quantidade grande do crescimento bacteriano. 2.",1899
tuberculose_protocolo_3.txt,"Exemplo: M. kansasii, M. marinum.",1937
tuberculose_protocolo_3.txt,"Exemplo: M. gordonae, M. szulgai.",1940
tuberculose_protocolo_3.txt,As culturas não produzem pigmento.,1942
tuberculose_protocolo_3.txt,"Exemplo: M. avium, M. terrae.",1943
tuberculose_protocolo_3.txt,"Exemplo: M. fortuitum, M. chelonae.",1946
tuberculose_protocolo_3.txt,Redução do telurito de potássio.,1954
tuberculose_protocolo_3.txt,"O técnico deverá estar utilizando EPI, como luva e avental. • Agitador mecânico de tubos. • Coagulador de meios. • CSB. • Estufa bacteriológica a 24 ± 1ºC, 36 ± 1ºC e 45 ± 1ºC • Água destilada estéril. • Tubos 12 x 120 mm com 2 ml de meio de LJ. (Anexo 7.17.1.1 - Capítulo 7) • Tubos 12 x 120 mm com 2 ml de meio de LJ com 5% de NaCl (Anexo 8.12.12). • Tubos com 2 ml do substrato arilsulfatase 3 dias (Anexo 8.12.13). • Tubos com 2 ml do substrato arilsulfatase 14 dias (Anexo 8.12.13). • Solução de reveladora de Carbonato de sódio 2N (Anexo 8.12.13.1). • Tubos 12 x 120 mm com 2 ml do substrato Tween 80 (Anexo 8.12.14). • Tubos 12 x 120 mm com 2 ml de meio Dubos modificado (Anexo 8.12.15). • Tubos com 2,5 ml de meio de Middlebrook 7H9 acrescido de ADC, prepa- rado conforme recomendações do fabricante. • Solução de Telurito de potássio 0,2% (Anexo 8.12.16).",1965
tuberculose_protocolo_3.txt,"Capítulo 8 – Identificação de Micobactérias • Tubos 12 x 120 mm com 3 ml de meio de LJ-citrato férrico amoniacal (Anexo 7.17.1.3 – Capítulo 7). • Tubos 12 x 120 mm com 3 ml de meio base para os testes de utilização de inositol, manitol, citrato de sódio (Anexo 8.12.17). • Tubos 12 x 120 mm com 3 ml de meio citrato de sódio (Anexo 8.12.19). • Tubos 12 x 120 mm com 3 ml de meio manitol (Anexo 8.12.20). • Tubos 12 x 120 mm com 3 ml de meio inositol (Anexo 8.12.21). • Alças bacteriológicas descartáveis estéreis. • Frascos de vidro esterilizados com tampa de rosca contendo 5-6 pérolas de vidro de 3 mm de diâmetro e 2 ml de Água destilada estéril.",1966
tuberculose_protocolo_3.txt,"O algoritmo e col. (1993), ampliado por outros autores27, 28, 29 e disponível na página eletrônica • Banho-maria a 36 ± 1ºC e 59 ± 1ºC. • CSB. • Microcentrífuga. • Micropipetas automáticas. • Sistema de gel eletroforese. • Sistema para documentação de gel de agarose. • Termociclador. • Agarose ultrapura. • Enzimas de restrição Hae III e BstE II. • Água ultrapura esterilizada do tipo Milli-Q. • Glicerol para biologia molecular esterilizado. • Marcador de peso molecular de 50 e 100 pb. • Oligonucleotídeo iniciador TB11 (5’-ACC AAC GAT GGT GTG TCC AT). • Oligonucleotídeo iniciador TB12 (5’-CTT GTC GAA CCG CAT ACC CT). • Deoxinucleotídeos (dATP, dCTP, dGTP, dTTP). • Solução de arraste de Azul de bromofenol (Anexo 8.12.23). • Solução de Brometo de etídio a 0,5% (Anexo 8.12.24).",2025
tuberculose_protocolo_3.txt,"Manter em frasco escuro. • Taq DNA polimerase. • Tampão TBE 0,5x concentrado (Anexo 8.12.22).",2026
tuberculose_protocolo_3.txt,A não não foi adequado.,2090
tuberculose_protocolo_3.txt,"Adicionar um volume de 0,5 M de Permanganato de potássio (KMnO) (Anexo 8.12.25). 3.",2097
tuberculose_protocolo_3.txt,"Misturar cuidadosamente e, então, adicionar um volume de HCl 2,5 N (Anexo 8.12.26).",2098
tuberculose_protocolo_3.txt,"Adicionar um volume de NaOH 2,5 N (Anexo 8.12.27).",2100
tuberculose_protocolo_3.txt,Tuberculosis Bacteriology: Organization and Practice.,2135
tuberculose_protocolo_3.txt,"E.; FERRAZOLI, L.; TELLES, M.A.",2143
tuberculose_protocolo_3.txt,"Tubercle, 45: 64-65, 1964. 9.",2149
tuberculose_protocolo_3.txt,"Institut Pasteur, Paris, 1989. 12.",2156
tuberculose_protocolo_3.txt,"Recomendaciones de la Sociedade española de Enfermedades Infecciosas y Microbiologia Clinica: Micobactérias. 2005. disponível em <http://www.seimc.org/protocolos/microbiologia/> Acesso em 14 mar 2006. 14. van SOOLINGEN, D.; HOOGENBOEZEM, T.; de HAAS P.E.; HERMANS, P.W.; KOEDAM, M.A.; TEPPEMA, K.S.; BRENNAN, P.J.; BESRA, G.S.; PORTAELS, F.; TOP, J.; SCHOULS, L.M.; van EMBDEN, J.D.",2162
tuberculose_protocolo_3.txt,"Disponível em: (http://www.bacterio.cict.fr/m/mycobacterium.htm) Acesso em 09 mar 2007. 16. van SOOLINGEN, D.; van der ZANDEN, A.G.; de HAAS, P.E.; NOORDHOEK, G.T.; KIERS, A.; FOUDRAINE, N.A.; PORTAELS, F.; KOLK, A.H.; KREMER, K.; van EMBDEN, J.D.",2167
tuberculose_protocolo_3.txt,Anonymous mycobacteria in pulmonary disease.,2188
tuberculose_protocolo_3.txt,Validade: 3 meses sob refrigeração.,2274
tuberculose_protocolo_3.txt,Identificar os tubos (A3) dias.,2276
tuberculose_protocolo_3.txt,Validade: 2 meses sob refrigeração.,2277
tuberculose_protocolo_3.txt,Identificar os tubos (A15) dias.,2279
tuberculose_protocolo_3.txt,Preparar alíquotas de 100 ml.,2289
tuberculose_protocolo_3.txt,Validade 2 meses sob refrigeração.,2313
tuberculose_protocolo_3.txt,Validade 2 meses sob refrigeração.,2318
tuberculose_protocolo_3.txt,"Filtrar em membrana 0,22 μm.",2320
tuberculose_protocolo_3.txt,Validade 6 meses sob refrigeração.,2322
tuberculose_protocolo_3.txt,"Filtrar em membrana 0,22 μm.",2324
tuberculose_protocolo_3.txt,"Quadro 2 Preparação da droga para incorporar ao meio LJ Solução mãe (10 .000 Diluições a adicionada em µg/ml) realizar 200 ml de meio diluição (µg/ml) meio (mg/ml) LJ (ml) Isoniazida (INH) Água destilada estéril Duas 1:10 100 0,4 0,2 Rifampicina (RMP) Etilenoglicol ou Nenhuma 10.000 0,8 40 N,N-dimetilformamida Etambutol (EMB) Água destilada estéril Uma 1:10 1.000 0,4 2 Estreptomicina (SM)** Água destilada estéril Uma 1:10 1.000 0,8 4 TCH Água destilada estéril Uma 1:10 1.000 0,4 2 PNB * Nenhuma 10.000 5 500 * Para a preparação do PNB seguir as recomendações do anexo deste capítulo. ** Usar a Dihidroestrptomicina por ser uma droga mais estável e a técnica é padronizada para o uso Nos anexos deste capítulo estão descritas a preparação das soluções-mãe e solu- ções de uso de cada droga, a preparação dos meios com drogas e os formulários para o CQI destas preparações.",2416
tuberculose_protocolo_3.txt,Preparo das drogas SIRE 2.,2581
tuberculose_protocolo_3.txt,Exemplo: símbolo= um traço inclinado.,2586
tuberculose_protocolo_3.txt,Observações: A preparação do meio de cultura Middlebrook 7H9/OADC e for- mulário para controle da preparação estão descritas no anexo deste capítulo.,2649
tuberculose_protocolo_3.txt,"Identificar na microplaca o número do isolado bacteriano a ser testado. como o espaço para anotações da leitura das CMI obtidas, encontram-se no anexo deste capítulo: • Item 9.12.1.11 Formulário de Determinação da CMI de Micobactérias de Crescimento Rápido (MCR). • Item 9.12.1.12 Formulário de Determinação da CMI do Complexo M. avium. • Item 9.12.1.13 Formulário de Determinação da CMI de M. kansasii.",2655
tuberculose_protocolo_3.txt,Incubar por mais 24 horas.,2693
tuberculose_protocolo_3.txt,Os registros dos resultados devem ser preenchidos de maneira clara e organiza- dos em formulários descritos no anexo deste capítulo.,2719
tuberculose_protocolo_3.txt,Consenso del Departamento de Tuberculosis.,2761
tuberculose_protocolo_3.txt,Versión final octubre 2007. 4.,2763
tuberculose_protocolo_3.txt,"Klawer Academic Publishers, 2000. 9.",2771
tuberculose_protocolo_3.txt,CVE/Centro de Vigilância Epidemiológica “Prof.,2785
tuberculose_protocolo_3.txt,"São Paulo, 26p. 2002. 15.",2787
tuberculose_protocolo_3.txt,Instituto Nacional de Enfermidades Infecciosas.,2788
tuberculose_protocolo_3.txt,"KENT, P.T. and KUBICA, G.P.",2802
tuberculose_protocolo_3.txt,"Clin Microbiol Rev,9:1777-215, 1996. 25.",2810
tuberculose_protocolo_3.txt,"Clin Microbial Rev,16:319-54, 2003. 27.",2814
tuberculose_protocolo_3.txt,CVE/Centro de Vigilância Epidemiológica “Prof.,2816
tuberculose_protocolo_3.txt,Int J Tuberc Lung Dis.,2832
tuberculose_protocolo_3.txt,Instituto Nacional de Enfermidades Infecciosas.,2834
tuberculose_protocolo_3.txt,Garantia de Calidad de Tuberculosis.,2835
tuberculose_protocolo_3.txt,"Manter em geladeira. 4) Validade: 3 meses (antes de usar visualizar ausência de contaminação). (b) Preparação do Meio líquido 7H9 com OADC Meio Líquido 7H9 Base 180 ml Middlebrook enriquecimento OADC 20 ml 5) No momento do uso para o preparo das microplacas , medir 180 ml e adicionar 20 ml de enriquecimento OADC (ácido oleico – albumina – dextrose – catalase). 6) Validade do 7H9 com enriquecimento: 1 mês (antes de usar verificar se não há contaminação). 372 Secretaria de Vigilância em Saúde/MS 9 .12 .1 .8 Formulário de Produção de Meios LJ com Drogas para Teste Formulário - Produção de Meios LJ com Quantidade Meio LJ com INH, RMP, Nº Lote Produzida EMB, SM, TCH e PNB Produzido NºLote Pesagem/ Esterilização Autoclave - Solução Meio Base Observações: Coagulação - Meio Completo + Droga Observações: Observações: Data: A = Aprovado = conforme esperado R = Reprovado = em desacordo com o esperado Controle de Esterilidade - Incubação a 36 ± 1ºC até 48horas Data: Estufa: Aprovado = Não Houve Crescimento de Microrganismos Reprovado = Houve Crescimento de Observações: Responsável: Capítulo 9 – Teste de Sensibilidade para Micobactérias 374 Secretaria de Vigilância em Saúde/MS 9 .1 .21 .9 9.1.21.9 :oãsivrepuS :arutieL : levásnopseR :arudaemes :etoL 3- 5- 6- % 3- 5- 6- % 3- 5- 6- % 9 .12 .1 .10 Formulário - Leitura do TS pelo Método Automatizado MGIT Formulário - Leitura do TS pelo Nº Isolado Capítulo 9 – Teste de Sensibilidade para Micobactérias 9 .12 .1 .11 Formulário - Determinação da CMI de Micobactérias de Crescimento Rápido (MCR) Formulário – Determinação da CMI de Micobactérias de Crescimento Rápido (MCR) 1 2 3 4 5 6 7 8 9 10 11 12 A 128 32 16 16 64 32 64 128 32 B 64 16 8 8 32 16 32 64 16 C 32 8 4 4 16 8 16 32 8 D 16 4 2 2 8 4 8 16 4 E 8 2 1 1 4 2 4 8 2 F 4 1 0.5 0.5 2 1 2 4 1 G 2 0.5 0.25 0.25 1 0.5 1 2 0.5 CCC = Controle de Crescimento da Cepa CM = Controle de Esterilidade do Meio CEF = cefoxitin, IMI = imipenem, LIN = linezolid, SUL = sulfamethoxazole, TO = tobramicina Identificação da Micobactéria: Nº da cepa: Data do teste: Data da leitura: Revelador: Responsável: Observações: 1 2 3 4 5 6 7 8 9 10 11 12 CCC = Controle de Crescimento da Cepa CM = Controle de Esterilidade do Meio CEF = cefoxitin, IMI = imipenem, LIN = linezolid, SUL = sulfamethoxazole, TO = tobramicina 376 Secretaria de Vigilância em Saúde/MS 9 .12 .1 .12 Formulário - Determinação da CMI do Complexo M. avium Formulário - Determinação da CMI do Complexo M. avium Complexo M. avium 1 2 3 4 5 6 7 8 9 10 11 12 A 132 512 B 64 256 C 32 128 D 16 64 E 8 32 F 4 16 G 2 8 CCC = Controle de Crescimento da Cepa CM = Controle de Esterilidade do Meio CLA = claritromicina, AZ = azitromicina Identificação da Micobactéria: Nº da cepa: Data do teste: Data da leitura: Revelador: Responsável: Observações: 1 2 3 4 5 6 7 8 9 10 11 12 CCC = Controle de Crescimento da Cepa CM = Controle de Esterilidade do Meio CLA = claritromicina, AZ = azitromicina Capítulo 9 – Teste de Sensibilidade para Micobactérias 9 .12 .1 .13 Formulário - Determinação da CMI do M. kansasii Formulário - Determinação da CMI do M. kansasii Esquema da Microplaca com as Drogas e as Concentrações correspondentes para a CMI do M. 1 2 3 4 5 6 7 8 9 10 11 12 A 32 16 16 8 4 16 32 32 B 16 8 8 4 2 8 16 16 C 8 4 4 2 1 4 8 8 D 4 2 2 1 0,5 2 4 4 E 2 1 1 0,5 0,25 1 2 2 F 1 0,5 0,5 0,25 0,12 0,5 1 1 G 0,5 0,25 0,25 0,12 0,06 0,25 0,5 0,5 CCC = Controle de Crescimento da Cepa CM = Controle de Esterilidade do Meio SM = estreptomicina, INH = isoniazida, EMB = etambutol, RMP = rifampicina, RB = rifabutina, CIP = ciprofloxacin, AK = amikacina CLA = claritromicina Identificação da Micobactéria: Nº da cepa: Data do teste: Data da leitura: Revelador: Responsável: Observações: 1 2 3 4 5 6 7 8 9 10 11 12 CCC = Controle de Crescimento da Cepa CM = Controle de Esterilidade do Meio SM = estreptomicina, INH = isoniazida, EMB = etambutol, RMP = rifampicina, RB = rifabutina, CIP = ciprofloxacin, AK = amikacina CLA = claritromicina 378 Secretaria de Vigilância em Saúde/MS 9 .12 .2 Figuras e Fluxogramas 9 .12 .2 .1 Figura 1 – Fluxograma de Realização do Método das Proporções em LJ – teste indireto Capítulo 9 – Teste de Sensibilidade para Micobactérias 9 .12 .2 .2 Figura 2 – Fluxograma de Realização do Método das Proporções em LJ – teste direto 380 Secretaria de Vigilância em Saúde/MS 9 .12 .2 .3 Figura 3 – Fluxograma de Leitura do Método das Proporções Exemplo 1: Leitura: Nº de UFC observadas em 10-3 Incontáveis Incontáveis Incontáveis Incontáveis 1 0 10-6 6 3 2 3 0 0 Critérios de resistência do M. tuberculosis Interpretação: às drogas no meio LJ • Controle 10-3 = incontáveis e 10-5 = média (6+3)/2 de 4,5 UFC.",2873
tuberculose_protocolo_3.txt,"Capítulo 9 – Teste de Sensibilidade para Micobactérias 9 .12 .2 .4 Figura 4 – Fluxograma de Preparação do Inóculo a partir de 382 Secretaria de Vigilância em Saúde/MS 9 .12 .2 .5 Figura 5 – Fluxograma de Preparação do Inoculo a partir de Capítulo 9 – Teste de Sensibilidade para Micobactérias 9 .12 .2 .6 Figura 6 – Fluxograma de Inoculação para o Método 384 Secretaria de Vigilância em Saúde/MS 9 .12 .3 Formulários do CQI do TS 9 .12 .3 .1 Formulário – Controle da Preparação da Solução-mãe de Formulário – Controle da Preparação da Solução-mãe de INH Data da Preparação Quantidade Produzida Validade Nº do Lote Produzido Substância Procedência Nº do Lote Fabricante Validade Nome químico = Isonicotinic acid hydrazide = Isonicotinic hydrazide Quem enviou: Data do recebimento: Conservação: Pesagem (g) / volume (ml) Pesagem Balança - Marca: Responsável: Conservação da Solução-Mãe Quantos criotubos: Freezer -20ºC Freezer -70ºC Observações: Responsável: Data da execução: Capítulo 9 – Teste de Sensibilidade para Micobactérias 9 .12 .3 .2 Formulário – Controle da Preparação da Solução-mãe de Formulário – Controle da Preparação da Solução-mãe de RMP Data da Preparação Quantidade Produzida Validade Nº do Lote Produzido Substância Procedência Nº do Lote Fabricante Validade Nome químico = (3-[4-Methylpiperazinyliminomethyl]rifamycin SV= Rifamycin AMP = Rifampin) Quem enviou: Data do recebimento: Conservação: Pesagem (g) / volume (ml) Pesagem Balança - Marca: Responsável: Conservação da Solução-Mãe Quantos criotubos: Freezer -20ºC Freezer -70ºC Observações: Responsável: Data da execução: 386 Secretaria de Vigilância em Saúde/MS 9 .12 .3 .3 Formulário – Controle da Preparação da Solução-mãe de Formulário – Controle da Preparação da Solução-mãe de EMB Data da Preparação Quantidade Produzida Validade Nº do Lote Produzido Substância Procedência Nº do Lote Fabricante Validade Nome químico = (2,2’-[1,2-Ethanediyldiimino]bis-1-butanol dihydrochloride = Ethambutol dihydrochloride) Quem enviou: Data do recebimento: Conservação: Pesagem (g) / volume (ml) Pesagem Balança - Marca: Responsável: Conservação da Solução-Mãe Quantos criotubos: Freezer -20ºC Freezer -70ºC Observações: Responsável: Data da execução: Capítulo 9 – Teste de Sensibilidade para Micobactérias 9 .12 .3 .4 Formulário – Controle da Preparação da Solução-mãe de SM Formulário – Controle da Preparação da Solução-mãe de SM Data da Preparação Quantidade Produzida Validade Nº do Lote Produzido Substância Procedência Nº do Lote Fabricante Validade Nome químico = (Dihydrostreptomicyn sesquisulfate) Quem enviou: Data do recebimento: Conservação: Pesagem (g) / volume (ml) Pesagem Balança - Marca: Responsável: Conservação da Solução-Mãe Quantos criotubos: Freezer -20ºC Freezer -70ºC Observações: Responsável: Data da execução: 388 Secretaria de Vigilância em Saúde/MS 9 .12 .3 .5 Formulário – Controle da Preparação da Solução-mãe de Formulário – Controle da Preparação da Solução-mãe de TCH Data da Preparação Quantidade Produzida Validade Nº do Lote Produzido Substância Procedência Nº do Lote Fabricante Validade Nome químico = Hidrazida do ácido tiofeno-2-carboxílico (2-Thiophenecarboxylic acid hydrazide Quem enviou: Data do recebimento: Conservação: Pesagem (g) / volume (ml) Pesagem Balança - Marca: Responsável: Conservação da Solução-Mãe Quantos criotubos: Freezer -20ºC Freezer -70ºC Observações: Responsável: Data da execução: Capítulo 9 – Teste de Sensibilidade para Micobactérias 9 .12 .3 .6 Formulário – Controle da Incorporação da Droga no Meio LJ Formulário – Controle da Incorporação Nº Lote de TS = LJ + Solução-mãe Solução de Uso ao Meio LJ Droga Responsável Volume Coagulador: Data 1ª Diluição: 2ª Diluição: pela Diluição: Distribuição Responsável: Responsável: LJ + INH Observações: Responsável: Responsável: LJ + RMP Observações: Responsável: Responsável: LJ + EMB Responsável: Responsável: LJ + SM Observações: Responsável: Responsável: LJ + PNB Observações: Responsável: Responsável: LJ + TCH Observações: 390 Secretaria de Vigilância em Saúde/MS 9 .12 .3 .7 Formulário – Controle da Preparação do Meio Líquido Middlebrook 7H9 com OADC Formulário – Controle da Preparação do Meio Líquido Middlebrook 7H9 com OADC Data da Preparação Quantidade Produzida Validade Nº do Lote Produzido Substância Procedência Nº do Lote Fabricante Validade Middlebrook 7H9 Bacto-Casitone Pesagem (g) / volume (ml) Middlebrook 7H9 Bacto-Casitone Pesagem Balança - Marca: Responsável: Esterilização Autoclave - Equipamento Marca: Responsável: Preparação Meio Líquido 7H9 com OADC 7H9 Base Data: Responsável: 10 .1 Descrição A conservação de micobactérias nos laboratórios de micobacteriologia é funda- mental para a organização de coleção de cepas desse microrganismo1.",2881
tuberculose_protocolo_3.txt,"A – Preparo das cepas a serem congeladas • Identificar os criotubos com os números dos isolados bacterianos ou nome das cepas a serem congelados como demonstra a Figura 1. • Colocar 1 ml de meio de congelamento em cada criotubo. • Retirar 2 alçadas bem cheias do crescimento micobacteriano de cada cultura em meio sólido a serem congeladas.. • Transferir para o criotubo contendo o meio de congelamento. • Girar a alça dentro do meio para se certificar que todas as colônias foram trans- feridas para o meio. • Fechar bem a tampa do criotubo. • Acondicionar os criotubos nos poços da caixa de poliestireno, conforme descrito na Figura 2. • Registrar no Formulário de Localização das Cepas Congeladas o número de iden- tificação do criotubo a ser congelado, no quadrado correspondente ao poço em que o mesmo será colocado.",2892
tuberculose_protocolo_3.txt,"Figura 3 Propagação do Controle de Referência Capítulo 10 – Conservação de Micobactérias 10 .3 .1 Hidratação da cepa referência original liofilizada7 • Ressuspender o controle liofilizado, conforme as recomendações do ATCC, adi- cionando 0,3 a 0,4 ml de meio de cultura líquido à ampola que contém o controle de referência. • Homogeneizar bem o conteúdo do frasco. • Semear o homogeneizado em três frascos contendo meio de cultura sólido espe- cífico (LJ e OK descritos no Capítulo 7 deste manual ou Middlebrook 7H10). • Incubar por 3 a 4 semanas a 36ºC ± 1. • Fazer um esfregaço das colônias que cresceram no meio específico e corar pelo método de Ziehl-Neelsen, conforme descrito no Capítulo 6 deste manual, para verificar a pureza da cultura. 10 .3 .2 Preparo das Culturas Estoque – Primeira Passagem • Se a cultura estiver sem contaminações, fazer 5 subcultivos de cada um dos três frascos de cultura. • Identificar os 15 frascos com o nome do microrganismo, número do controle de referência, a data do subcultivo e “cultura estoque”, 1a passagem. • Incubar os 15 frascos de cultura estoque por 3 a 4 semanas a 36ºC ± 1. • Após o crescimento, fazer um esfregaço das colônias e corar pelo método de Ziehl-Neelsen para verificar a pureza da cultura. 10 .3 .3 Preparo das Culturas de Trabalho – Segunda Passagem • Se a cultura estiver sem contaminações, utilizar parte das colônias dos 15 frascos de cultura estoque para fazer 5 subcultivos de cada um dos 15 frascos de culturas. • Identificar os 75 frascos com o nome do microrganismo, número do controle de referência, a data do subcultivo e “cultura de trabalho”, 2a passagem. • Incubar os 75 frascos por 3 a 4 semanas a 36ºC ± 1. 10 .3 .4 Congelamento das Culturas Estoque • Utilizar o restante das colônias dos 15 frascos de culturas estoque para fazer o congelamento. • Etiquetar cinco criotubos estéreis para cada um dos 15 frascos de cultura esto- que, com o nome do microrganismo, número do controle de referência e a data do armazenamento. • Transferir duas ou três alças do crescimento bacteriano para cada um dos setenta e cinco criotubos contendo 1 ml de meio de congelamento. • Armazenar os 75 criotubos contendo as culturas estoque em congelador/freezer -70ºC. 400 Secretaria de Vigilância em Saúde/MS 10 .3 .5 Congelamento das Culturas de Trabalho • Após as 3 ou 4 semanas de incubação, fazer esfregaço das culturas de trabalho e corar pelo método de Ziehl-Neelsen para verificar a pureza das cultura de traba- lho (75 frascos). • Se a cultura estiver sem contaminações, armazenar o controle de referência. • Etiquetar cinco criotubos estéreis para cada um dos 75 frascos de cultura de tra- balho, com o nome do microrganismo, número do controle de referência e a data do armazenamento. • Transferir duas ou três alças do crescimento bacteriano para cada um dos criotu- bos contendo 1 ml de meio de congelamento. • Armazenar os 375 criotubos contendo as culturas de trabalho em congelador/ freezer -70ºC. • Sempre que necessário descongelar um criotubo de cultura de trabalho.",2922
tuberculose_protocolo_3.txt,A manual of laboratory methods.,2925
tuberculose_protocolo_3.txt,World Federation for Culture Collection.,2927
tuberculose_protocolo_3.txt,"KIM, T. & KUBICA, G.P.",2933
tuberculose_protocolo_3.txt,OPAS/Organização Panamericana de Saúde & MS/Ministério da Saúde.,2939
tuberculose_protocolo_3.txt,Tecnologia em Serviços de Saúde.,2941
tuberculose_protocolo_3.txt,Disponível em http://www.anvisa. gov.br/servicosaude/manuais 7.,2942
tuberculose_protocolo_3.txt,Disponível em http://www.atcc.org/common/technicalInfo/HowToReviveCultures 10 .5 Anexos do capítulo 10 .5 .1 Formulário de Localização das Cepas Congeladas Número da Caixa: Data do Congelamento: 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 402 Secretaria de Vigilância em Saúde/MS 10 .5 .2 Formulário de Registro de Amostras Congeladas Capítulo 10 – Conservação de Micobactérias 10 .5 .3 Meios de cultura 10 .5 .3 .1 Meio de Middlebrook 7H9 O meio de Middlebrook 7H9 é preparado a partir de base disponível comercial- mente e suplementado com OADC após a esterilização da base.,2946
tuberculose_protocolo_3.txt,Adicionar 100 ml de glicerol.,2948
tuberculose_protocolo_3.txt,"O profissional de laboratório é responsável não só pela técnica correta de uso, como também pelo monitoramento e a conservação de todos os equipamentos que fazem parte de sua rotina laboratorial.",2958
tuberculose_protocolo_3.txt,Laboratory services in tuberculosis control.,3121
tuberculose_protocolo_3.txt,Laboratory services in tuberculosis control.,3122
tuberculose_protocolo_3.txt,"Brasília: Série TELELAB,1998, 76 p.",3130
tuberculose_protocolo_3.txt,"Brasília: Série TELELAB,1998, 76 p.",3135
tuberculose_protocolo_4.txt,Secretaria de Vigilância em Saúde.,32
tuberculose_protocolo_4.txt,Secretaria de Vigilância em Saúde.,34
tuberculose_protocolo_4.txt,"Brasília: Ministério da Saúde, 2008.",36
tuberculose_protocolo_4.txt,CENTRO DE VIGILÂNCIA EPIDEMIOLÓGICA “PROF.,37
tuberculose_protocolo_4.txt,Manual de orientação para tuberculose.,38
tuberculose_protocolo_4.txt,Laboratory Services in tuberculosis control.,41
tuberculose_protocolo_5.txt,"Com o MAC, M. kansasii é uma das espécies mais isoladas, responsável por causar uma micobacteriose que se assemelha clinicamente à TB, o que leva à necessidade de con- firmação microbiológica.",3
tuberculose_protocolo_5.txt,"S; LO, B.; SON, J.",18
tuberculose_protocolo_5.txt,"C.; CHIANG, L.; ELWOOD, K.",36
tuberculose_protocolo_5.txt,"As mutações pontuais ou inserções no gene katG, responsável pela ativação da enzima catalase/peroxidase, causam resistência à iso- niazida, sendo que as mutações no códon 315 têm sido mais frequentemente encontradas (cerca de 64,2% dos isolados resistentes).6,7,8,9,10 As mutações pontuais na região promotora do gene inhA, que sintetiza a proteína-car- readora enoil-acil redutase dependente de nicotinamida adenina dinucleotídeo (NADH), também resultam em resistência à isoniazida.11,12,13,14 segunda linha para tratamento de TB foi o GenoType® MTBDRsl versão 1.0, desenvolvido há uma década.",58
tuberculose_protocolo_5.txt,"Quadro 36 – Preparação do fármaco para incorporar ao meio LJ (10.000 µg/ NA ÚLTIMA 200 mL DE MEIO MEIO (µg/ml) ml) DILUIÇÃO (µg/ml) LJ (ml) Isoniazida Duas 1:10 100 0,4 0,2 Rifampicina ou N,N- Nenhuma 10.000 0,8 40 Etambutol Uma 1:10 1.000 0,4 2 Estreptomicina* Uma 1:10 1.000 0,8 4 TCH Uma 1:10 1.000 0,4 2 PNB ** Nenhuma 10.000 10 500 Fonte: Autoria própria. * Usar a Di-hidroestreptomicina por ser um fármaco mais estável e a técnica é padronizada para o uso desta formulação. ** Para a preparação do PNB seguir as recomendações do anexo deste Capítulo.",103
tuberculose_protocolo_5.txt,"Para acompanhar a realização do teste indireto do método das proporções em LJ, obser- var o item A do Anexo C desse capítulo.",124
tuberculose_protocolo_5.txt,"Observação: para acompanhar a realização do teste direto do método das proporções em LJ, observar o item B do Anexo C desse capítulo.",170
tuberculose_protocolo_5.txt,"Para acompanhar a leitura, observar o fluxograma de leitura e interpretação dos resulta- dos do TS em LJ descritos no item C do Anexo C deste capítulo.",208
tuberculose_protocolo_5.txt,Conforme recomendações do fabricante. b.,305
tuberculose_protocolo_5.txt,A partir de crescimento em meio líquido de MGIT após seis dias de positividade Protocolo modificado 37 (observar o item item E do Anexo C). 1.,306
tuberculose_protocolo_5.txt,"A partir de crescimento em meio sólido Para acompanhar a preparação do inóculo a partir de crescimento em meio sólido, obser- var o item item F do Anexo C desse capítulo.",317
tuberculose_protocolo_5.txt,"Um tubo sem fármaco será usado como controle de crescimento bacteriano (CCB). 9.4.1.4.4 Inoculação da suspensão bacteriana nos tubos Para acompanhar a inoculação da suspensão bacteriana, observar o item F do Anexo C desse capítulo. 1.",352
tuberculose_protocolo_5.txt,"Registrar o resultado para o Formulário de Leitura do TS Automatizado – MGIT (item C do Anexo B desse capítulo), para o registro de cultura e TS, e para o livro de registro, e liberar o resultado utilizando os laudos padronizados de cada laboratório. 4.",373
tuberculose_protocolo_5.txt,Marcar os tubos com a sigla de cada fármaco padronizada no laboratório.,409
